scientific_name,common_name,longitude,latitude,state,water_type,season,sea_surface_temp_C,chlorophyll_mg_m3,depth_m,min_legal_size_cm,juvenile_range_cm,gear_type,zone_label,economic_value_in_INR_per_kg,seasonal_disease,river_name,advisory_text
Sepia pharaonis,Pharaoh Cuttlefish,76.5175,18.6477,Gujarat,Marine,Winter,29.34,0.64,116.5,25.6,12.8-23.0,Gillnet,Green,409.87,,Narmada,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,95.8805,9.5353,Andhra Pradesh,Marine,Summer,22.08,1.54,115.2,22.2,11.1-20.0,Gillnet,Green,432.21,,Krishna,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,74.5529,13.9582,Maharashtra,Marine,Monsoon,23.49,2.47,8.7,35.5,17.8-31.9,Purse Seine,Red,720.83,White Spot Syndrome,Tapi,High juvenile dominance of Black Tiger Shrimp observed in Tapi. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Rastrelliger kanagurta,Indian Mackerel,88.0424,15.8929,Tamil Nadu,Brackish,Monsoon,28.84,2.85,138.6,42.8,21.4-38.5,Gillnet,Red,193.97,Gill Rot,Palar,High juvenile dominance of Indian Mackerel observed in Palar. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,69.9148,12.8886,Gujarat,Marine,Summer,28.33,0.84,164.7,40.4,20.2-36.4,Hook and Line,Green,627.54,,Tapi,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,84.8773,9.5609,Tamil Nadu,Marine,Monsoon,26.6,0.92,51.6,15.6,7.8-14.0,Purse Seine,Green,761.96,,Vaigai,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,77.5387,14.6956,Tamil Nadu,Brackish,Summer,28.42,1.31,50.9,38.3,19.1-34.5,Hook and Line,Green,147.41,,Palar,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,94.5476,13.4021,Tamil Nadu,Marine,Monsoon,27.46,2.91,135.7,16.1,8.1-14.5,Trawl,Green,695.04,,Palar,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,73.6777,8.9559,Odisha,Brackish,Summer,27.91,2.99,95.9,29.8,14.9-26.8,Gillnet,Green,330.89,,Brahmani,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,69.6021,17.4871,Karnataka,Marine,Winter,23.26,2.16,96.2,25.9,12.9-23.3,Hook and Line,Green,461.03,,Krishna,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,72.7981,21.356,Odisha,Marine,Summer,27.33,2.82,154.3,16.5,8.2-14.8,Gillnet,Green,522.53,,Mahanadi,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,95.4441,13.081,Karnataka,Marine,Summer,28.31,1.61,173.7,15.7,7.8-14.1,Gillnet,Green,115.15,,Tungabhadra,Low juvenile presence of Silver Pomfret. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,84.0958,16.7599,Karnataka,Marine,Winter,22.53,2.6,189.4,22.5,11.2-20.2,Purse Seine,Red,702.06,Cold Shock Disease,Tungabhadra,High juvenile dominance of Oil Sardine observed in Tungabhadra. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Epinephelus malabaricus,Malabar Grouper,90.2101,11.0992,West Bengal,Marine,Monsoon,24.29,0.74,188.1,25.3,12.7-22.8,Gillnet,Green,270.24,,Damodar,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,80.692,20.4411,Kerala,Brackish,Summer,31.5,2.76,80.4,34.6,17.3-31.1,Trawl,Yellow,209.75,,Periyar,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Scomberomorus guttatus,Seer Fish,84.6077,10.8836,West Bengal,Brackish,Summer,28.53,1.25,33.1,44.3,22.1-39.9,Gillnet,Green,643.71,,Teesta,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,82.3464,14.0788,Gujarat,Marine,Monsoon,25.42,2.6,8.5,21.0,10.5-18.9,Trawl,Red,195.01,Gill Rot,Tapi,High juvenile dominance of Indian Mackerel observed in Tapi. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Carangoides malabaricus,Malabar Trevally,77.5704,12.0876,Odisha,Brackish,Summer,24.92,1.26,110.3,37.7,18.9-33.9,Gillnet,Green,712.32,,Brahmani,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,81.817,12.8424,Gujarat,Brackish,Summer,26.36,2.61,121.1,26.5,13.2-23.9,Purse Seine,Green,163.21,,Tapi,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,79.9702,19.7282,Gujarat,Marine,Summer,31.6,2.69,27.6,28.7,14.3-25.8,Purse Seine,Red,637.64,Tail Rot,Narmada,High juvenile dominance of Hilsa observed in Narmada. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Penaeus monodon,Black Tiger Shrimp,87.2761,21.8764,Gujarat,Marine,Monsoon,29.97,2.53,172.0,24.6,12.3-22.1,Gillnet,Red,719.31,White Spot Syndrome,Narmada,High juvenile dominance of Black Tiger Shrimp observed in Narmada. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Sardinella longiceps,Oil Sardine,84.9103,19.4209,Maharashtra,Brackish,Monsoon,25.38,2.66,165.7,22.6,11.3-20.3,Trawl,Green,506.84,,Krishna,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Scomberomorus guttatus,Seer Fish,92.2952,12.9022,Andhra Pradesh,Marine,Monsoon,28.29,0.71,44.1,19.5,9.8-17.6,Gillnet,Green,150.29,,Krishna,Low juvenile presence of Seer Fish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,83.1603,11.6742,Kerala,Brackish,Winter,26.09,2.84,81.0,28.7,14.3-25.8,Gillnet,Green,749.25,,Periyar,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,77.0056,13.5811,Maharashtra,Marine,Monsoon,29.14,1.98,59.2,43.3,21.6-39.0,Gillnet,Red,677.05,Gill Rot,Godavari,High juvenile dominance of Indian Mackerel observed in Godavari. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Pampus argenteus,Silver Pomfret,69.9967,10.3171,Kerala,Marine,Summer,31.09,0.81,135.8,39.5,19.8-35.6,Hook and Line,Yellow,647.09,,Bharathapuzha,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,87.7224,18.0402,Maharashtra,Marine,Monsoon,29.46,0.5,131.1,43.9,21.9-39.5,Purse Seine,Green,657.7,,Krishna,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,85.1715,13.7909,Tamil Nadu,Marine,Summer,27.87,0.24,190.6,21.4,10.7-19.3,Hook and Line,Yellow,610.23,,Kaveri,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,83.7575,8.7667,Odisha,Brackish,Summer,23.19,1.5,22.1,33.1,16.6-29.8,Trawl,Green,135.98,,Baitarani,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,78.3769,19.2975,Andhra Pradesh,Brackish,Winter,25.24,2.4,41.3,37.8,18.9-34.0,Gillnet,Green,376.05,,Krishna,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,84.2045,8.7989,Gujarat,Brackish,Monsoon,24.95,2.24,21.2,25.6,12.8-23.0,Hook and Line,Green,450.74,,Tapi,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,74.505,13.4098,Gujarat,Brackish,Summer,29.7,2.18,16.5,41.1,20.6-37.0,Gillnet,Green,638.57,,Mahi,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,87.7583,15.9211,Karnataka,Marine,Winter,28.27,1.92,141.4,24.4,12.2-22.0,Trawl,Green,526.58,,Tungabhadra,Low juvenile presence of Indian Mackerel. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,79.11,17.6253,Odisha,Brackish,Winter,22.92,2.09,191.3,41.8,20.9-37.6,Trawl,Green,405.86,,Mahanadi,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,69.5512,12.7979,Maharashtra,Marine,Summer,27.74,0.38,41.1,36.4,18.2-32.8,Purse Seine,Red,201.18,Tail Rot,Wardha,High juvenile dominance of Hilsa observed in Wardha. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Tenualosa ilisha,Hilsa,72.5425,18.3533,Andhra Pradesh,Brackish,Monsoon,29.98,1.0,176.7,25.7,12.8-23.1,Hook and Line,Green,185.33,,Krishna,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,78.4677,13.4039,Tamil Nadu,Marine,Summer,30.66,2.24,107.5,23.7,11.8-21.3,Gillnet,Yellow,518.84,,Kaveri,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,92.2907,19.6419,Tamil Nadu,Brackish,Winter,23.11,1.37,89.4,27.8,13.9-25.0,Purse Seine,Green,386.05,,Vaigai,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,83.9445,8.9234,Tamil Nadu,Brackish,Monsoon,28.44,2.91,99.8,44.3,22.1-39.9,Trawl,Green,687.78,,Palar,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Tenualosa ilisha,Hilsa,79.424,9.3386,Tamil Nadu,Marine,Winter,25.04,0.93,18.3,28.9,14.4-26.0,Trawl,Green,184.14,,Palar,Low juvenile presence of Hilsa. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Penaeus monodon,Black Tiger Shrimp,71.6792,16.7178,West Bengal,Brackish,Summer,28.09,0.87,9.9,15.8,7.9-14.2,Purse Seine,Green,707.35,,Teesta,Low juvenile presence of Black Tiger Shrimp. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Lates calcarifer,Asian Seabass,82.8824,8.4314,Maharashtra,Brackish,Summer,24.67,1.34,152.2,29.5,14.8-26.6,Gillnet,Green,639.83,,Tapi,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,81.3279,14.8371,Andhra Pradesh,Brackish,Summer,30.05,2.82,79.8,32.6,16.3-29.3,Purse Seine,Yellow,215.0,,Krishna,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Carangoides malabaricus,Malabar Trevally,93.5858,10.2789,Maharashtra,Brackish,Monsoon,23.06,2.92,11.9,38.0,19.0-34.2,Gillnet,Green,703.97,,Krishna,Low juvenile presence of Malabar Trevally. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,79.4521,21.428,Odisha,Brackish,Monsoon,27.7,2.02,44.8,27.1,13.6-24.4,Gillnet,Green,238.0,,Baitarani,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sardinella longiceps,Oil Sardine,73.642,12.8889,Odisha,Marine,Summer,22.4,2.74,137.1,24.9,12.4-22.4,Purse Seine,Green,476.24,,Baitarani,Low juvenile presence of Oil Sardine. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Rastrelliger kanagurta,Indian Mackerel,85.727,12.512,Maharashtra,Brackish,Summer,30.7,2.34,138.5,35.5,17.8-31.9,Trawl,Yellow,422.36,,Tapi,Moderate juvenile presence of Indian Mackerel in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Tenualosa ilisha,Hilsa,79.5516,20.2117,Maharashtra,Marine,Monsoon,31.16,2.93,137.7,16.2,8.1-14.6,Purse Seine,Yellow,474.21,,Krishna,Moderate juvenile presence of Hilsa in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,78.2399,14.242,Gujarat,Brackish,Winter,23.28,2.89,163.4,28.2,14.1-25.4,Purse Seine,Green,529.45,,Tapi,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,84.4732,17.8242,Maharashtra,Marine,Summer,22.4,0.64,183.7,42.5,21.2-38.2,Gillnet,Green,511.31,,Godavari,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Pampus argenteus,Silver Pomfret,95.7593,9.1153,Andhra Pradesh,Marine,Summer,27.73,0.22,136.7,30.3,15.2-27.3,Gillnet,Yellow,798.26,,Penna,Moderate juvenile presence of Silver Pomfret in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Rastrelliger kanagurta,Indian Mackerel,74.8245,20.1148,Andhra Pradesh,Brackish,Monsoon,26.46,0.65,162.3,39.6,19.8-35.6,Trawl,Red,151.69,Gill Rot,Krishna,High juvenile dominance of Indian Mackerel observed in Krishna. Fishing is strictly prohibited to protect breeding stock and future economic returns.
Penaeus monodon,Black Tiger Shrimp,76.0966,10.4107,Kerala,Brackish,Summer,30.54,2.01,93.8,29.8,14.9-26.8,Trawl,Yellow,508.03,,Pamba,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Sepia pharaonis,Pharaoh Cuttlefish,96.9952,19.6715,Andhra Pradesh,Brackish,Winter,26.74,1.12,182.3,44.1,22.1-39.7,Trawl,Green,409.29,,Penna,Low juvenile presence of Pharaoh Cuttlefish. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Sepia pharaonis,Pharaoh Cuttlefish,93.3432,15.7541,Kerala,Marine,Winter,31.75,2.93,12.4,24.4,12.2-22.0,Trawl,Yellow,743.96,,Periyar,Moderate juvenile presence of Pharaoh Cuttlefish in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,88.462,17.4127,Karnataka,Marine,Winter,23.94,1.55,113.3,16.8,8.4-15.1,Hook and Line,Green,791.55,,Tungabhadra,Low juvenile presence of Asian Seabass. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Epinephelus malabaricus,Malabar Grouper,73.3404,9.2394,Andhra Pradesh,Marine,Summer,26.69,2.73,170.6,22.4,11.2-20.2,Trawl,Green,217.94,,Godavari,Low juvenile presence of Malabar Grouper. Fishing permitted while strictly following minimum legal size and disease monitoring guidelines.
Carangoides malabaricus,Malabar Trevally,92.612,17.0944,Karnataka,Brackish,Monsoon,31.13,2.96,161.7,20.8,10.4-18.7,Trawl,Yellow,583.96,,Tungabhadra,Moderate juvenile presence of Malabar Trevally in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Epinephelus malabaricus,Malabar Grouper,80.0036,18.5467,Karnataka,Marine,Summer,23.57,0.47,33.0,27.2,13.6-24.5,Hook and Line,Yellow,630.06,,Tungabhadra,Moderate juvenile presence of Malabar Grouper in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,75.1171,11.7006,West Bengal,Marine,Summer,30.48,0.26,136.0,26.9,13.4-24.2,Purse Seine,Yellow,733.36,,Subarnarekha,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Penaeus monodon,Black Tiger Shrimp,82.4914,12.3633,Odisha,Brackish,Winter,31.34,1.52,191.6,44.8,22.4-40.3,Purse Seine,Yellow,649.06,,Baitarani,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Penaeus monodon,Black Tiger Shrimp,86.2875,20.0071,Maharashtra,Marine,Winter,30.03,0.23,166.8,18.6,9.3-16.7,Purse Seine,Yellow,537.49,,Krishna,Moderate juvenile presence of Black Tiger Shrimp in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
Lates calcarifer,Asian Seabass,81.7085,9.2789,Tamil Nadu,Marine,Winter,30.01,2.15,138.4,43.6,21.8-39.2,Purse Seine,Yellow,790.52,,Kaveri,Moderate juvenile presence of Asian Seabass in this stretch. Regulated fishing is advised using selective gear and avoiding nursery habitats.
